Centroid X µm,Centroid Y µm,Image,Leiden Cluster Label,cluster_color
3446.4,6520.2,test_image,2,#279e68
3472.7,6528.3,test_image,2,#279e68
3392.1,6532.6,test_image,9,#aec7e8
3406.2,6537.2,test_image,6,#e377c2
3420.9,6540.7,test_image,7,#b5bd61
3399.2,6554.8,test_image,9,#aec7e8
3362.8,6573.4,test_image,7,#b5bd61
3485.3,6576.1,test_image,9,#aec7e8
3442.2,6579.1,test_image,5,#8c564b
3373.9,6578.5,test_image,2,#279e68
3452.0,6580.8,test_image,5,#8c564b
3393.6,6582.2,test_image,9,#aec7e8
3522.8,6583.8,test_image,2,#279e68
3478.1,6585.5,test_image,2,#279e68
3453.6,6586.9,test_image,1,#ff7f0e
3375.8,6587.6,test_image,7,#b5bd61
3463.9,6589.9,test_image,10,#ffbb78
3433.2,6591.1,test_image,5,#8c564b
3536.7,6592.4,test_image,9,#aec7e8
3387.3,6593.9,test_image,7,#b5bd61
3401.8,6593.8,test_image,7,#b5bd61
3444.4,6595.7,test_image,5,#8c564b
3456.4,6596.1,test_image,5,#8c564b
3466.0,6596.6,test_image,2,#279e68
3413.8,6597.1,test_image,2,#279e68
3371.4,6598.3,test_image,4,#aa40fc
3357.4,6598.4,test_image,7,#b5bd61
3539.2,6600.0,test_image,6,#e377c2
3474.5,6602.0,test_image,2,#279e68
3431.0,6602.6,test_image,5,#8c564b
3545.1,6604.0,test_image,1,#ff7f0e
3379.9,6606.1,test_image,5,#8c564b
3389.6,6606.8,test_image,7,#b5bd61
3554.9,6610.2,test_image,1,#ff7f0e
3353.9,6610.7,test_image,10,#ffbb78
3398.4,6612.4,test_image,1,#ff7f0e
3421.2,6614.4,test_image,5,#8c564b
3542.8,6616.0,test_image,6,#e377c2
3432.2,6617.2,test_image,5,#8c564b
3517.2,6617.4,test_image,2,#279e68
3377.6,6618.2,test_image,5,#8c564b
3389.6,6618.1,test_image,7,#b5bd61
3533.9,6619.2,test_image,1,#ff7f0e
3481.9,6619.8,test_image,5,#8c564b
3506.4,6619.8,test_image,7,#b5bd61
3571.9,6620.2,test_image,2,#279e68
3558.7,6620.7,test_image,9,#aec7e8
3461.3,6621.0,test_image,2,#279e68
3382.9,6621.3,test_image,7,#b5bd61
3585.6,6622.8,test_image,0,#1f77b4
3427.7,6623.4,test_image,5,#8c564b
3366.8,6624.4,test_image,5,#8c564b
3372.4,6624.4,test_image,1,#ff7f0e
3515.9,6624.6,test_image,7,#b5bd61
3396.2,6625.2,test_image,5,#8c564b
3509.7,6625.7,test_image,7,#b5bd61
3451.1,6626.3,test_image,5,#8c564b
3411.0,6629.2,test_image,5,#8c564b
3378.8,6629.9,test_image,1,#ff7f0e
3508.5,6631.8,test_image,7,#b5bd61
3575.6,6631.9,test_image,9,#aec7e8
3548.5,6632.3,test_image,10,#ffbb78
3590.8,6633.0,test_image,11,#98df8a
3520.9,6634.3,test_image,7,#b5bd61
3389.1,6636.2,test_image,5,#8c564b
3462.9,6637.9,test_image,1,#ff7f0e
3363.1,6638.9,test_image,5,#8c564b
3432.9,6638.4,test_image,5,#8c564b
3513.8,6639.4,test_image,7,#b5bd61
3369.4,6639.4,test_image,5,#8c564b
3560.7,6639.7,test_image,9,#aec7e8
3501.2,6641.5,test_image,7,#b5bd61
3376.4,6642.0,test_image,7,#b5bd61
3491.9,6643.2,test_image,7,#b5bd61
3485.3,6645.5,test_image,5,#8c564b
3388.4,6645.8,test_image,1,#ff7f0e
3583.4,6647.8,test_image,0,#1f77b4
3412.5,6648.3,test_image,5,#8c564b
3546.1,6648.9,test_image,0,#1f77b4
3496.0,6650.1,test_image,7,#b5bd61
3558.9,6650.7,test_image,0,#1f77b4
3431.6,6649.9,test_image,10,#ffbb78
3372.7,6651.3,test_image,7,#b5bd61
3356.9,6650.8,test_image,5,#8c564b
3525.3,6651.0,test_image,6,#e377c2
3571.7,6652.8,test_image,0,#1f77b4
3535.5,6654.3,test_image,8,#17becf
3442.2,6655.0,test_image,5,#8c564b
3590.9,6657.4,test_image,4,#aa40fc
3547.6,6657.6,test_image,0,#1f77b4
3360.2,6657.8,test_image,1,#ff7f0e
3430.7,6658.7,test_image,5,#8c564b
3503.2,6659.5,test_image,1,#ff7f0e
3561.1,6664.0,test_image,0,#1f77b4
3540.0,6664.5,test_image,3,#d62728
3578.3,6663.2,test_image,0,#1f77b4
3390.0,6664.5,test_image,2,#279e68
3355.3,6664.4,test_image,2,#279e68
3415.6,6665.2,test_image,5,#8c564b
3594.9,6667.8,test_image,0,#1f77b4
3530.4,6669.3,test_image,0,#1f77b4
3404.9,6671.4,test_image,5,#8c564b
3357.8,6672.1,test_image,5,#8c564b
3585.2,6673.8,test_image,0,#1f77b4
3426.4,6674.0,test_image,1,#ff7f0e
3518.8,6674.3,test_image,11,#98df8a
3575.3,6677.2,test_image,0,#1f77b4
3482.3,6676.9,test_image,5,#8c564b
3449.3,6677.3,test_image,1,#ff7f0e
3432.1,6678.9,test_image,5,#8c564b
3457.9,6679.5,test_image,7,#b5bd61
3473.5,6680.0,test_image,2,#279e68
3566.5,6681.5,test_image,3,#d62728
3518.8,6684.8,test_image,11,#98df8a
3377.7,6684.6,test_image,8,#17becf
3465.9,6685.6,test_image,2,#279e68
3434.6,6685.3,test_image,5,#8c564b
3529.9,6686.5,test_image,9,#aec7e8
3369.7,6686.7,test_image,3,#d62728
3550.7,6687.7,test_image,0,#1f77b4
3356.4,6686.6,test_image,3,#d62728
3560.8,6689.7,test_image,0,#1f77b4
3401.4,6689.7,test_image,5,#8c564b
3488.2,6690.2,test_image,7,#b5bd61
3449.9,6692.0,test_image,2,#279e68
3437.6,6693.0,test_image,5,#8c564b
3350.4,6693.8,test_image,3,#d62728
3550.1,6694.0,test_image,1,#ff7f0e
3514.3,6696.8,test_image,7,#b5bd61
3361.3,6698.1,test_image,3,#d62728
3590.9,6700.0,test_image,0,#1f77b4
3572.5,6699.9,test_image,3,#d62728
3518.2,6703.1,test_image,7,#b5bd61
3510.1,6703.3,test_image,7,#b5bd61
3398.6,6703.0,test_image,5,#8c564b
3376.5,6703.7,test_image,5,#8c564b
3525.1,6707.7,test_image,7,#b5bd61
3374.3,6708.8,test_image,11,#98df8a
3504.0,6709.7,test_image,11,#98df8a
3362.9,6710.1,test_image,11,#98df8a
3428.3,6711.1,test_image,5,#8c564b
3396.6,6712.1,test_image,5,#8c564b
3538.1,6714.1,test_image,8,#17becf
3586.5,6714.7,test_image,0,#1f77b4
3439.7,6716.1,test_image,5,#8c564b
3369.7,6717.9,test_image,3,#d62728
3464.3,6720.6,test_image,2,#279e68
3409.9,6722.0,test_image,6,#e377c2
3356.6,6722.2,test_image,11,#98df8a
3422.4,6722.5,test_image,5,#8c564b
3511.0,6722.1,test_image,7,#b5bd61
3481.5,6723.1,test_image,2,#279e68
3381.1,6723.9,test_image,5,#8c564b
3498.5,6725.1,test_image,11,#98df8a
3388.0,6725.6,test_image,2,#279e68
3431.0,6726.7,test_image,5,#8c564b
3583.2,6727.8,test_image,0,#1f77b4
3593.6,6728.9,test_image,0,#1f77b4
3439.5,6729.7,test_image,5,#8c564b
3574.1,6730.1,test_image,0,#1f77b4
3559.2,6730.4,test_image,0,#1f77b4
3482.4,6730.7,test_image,2,#279e68
3446.6,6731.1,test_image,2,#279e68
3395.6,6732.3,test_image,5,#8c564b
3404.0,6732.1,test_image,6,#e377c2
3489.9,6732.6,test_image,0,#1f77b4
3509.9,6734.4,test_image,0,#1f77b4
3428.0,6734.5,test_image,5,#8c564b
3422.5,6734.2,test_image,5,#8c564b
3386.0,6735.2,test_image,10,#ffbb78
3473.6,6734.9,test_image,2,#279e68
3449.2,6735.9,test_image,6,#e377c2
3373.3,6737.0,test_image,1,#ff7f0e
3456.3,6738.1,test_image,2,#279e68
3570.9,6738.8,test_image,0,#1f77b4
3422.2,6741.6,test_image,5,#8c564b
3558.7,6742.1,test_image,0,#1f77b4
3378.2,6742.2,test_image,10,#ffbb78
3388.7,6743.1,test_image,5,#8c564b
3499.4,6744.2,test_image,0,#1f77b4
3576.6,6746.7,test_image,0,#1f77b4
3465.0,6748.5,test_image,5,#8c564b
3491.6,6749.3,test_image,0,#1f77b4
3565.7,6750.3,test_image,0,#1f77b4
3392.7,6751.8,test_image,5,#8c564b
3432.2,6752.3,test_image,2,#279e68
3374.8,6753.2,test_image,8,#17becf
3525.0,6753.4,test_image,0,#1f77b4
3552.5,6753.9,test_image,11,#98df8a
3443.8,6753.9,test_image,7,#b5bd61
3356.5,6756.1,test_image,3,#d62728
3496.6,6757.5,test_image,0,#1f77b4
3386.4,6757.3,test_image,5,#8c564b
3370.3,6758.9,test_image,10,#ffbb78
3478.9,6759.6,test_image,0,#1f77b4
3540.0,6760.2,test_image,0,#1f77b4
3404.2,6760.4,test_image,6,#e377c2
3448.2,6762.0,test_image,6,#e377c2
3567.8,6762.5,test_image,0,#1f77b4
3416.0,6764.9,test_image,5,#8c564b
3508.6,6766.5,test_image,11,#98df8a
3365.7,6766.7,test_image,10,#ffbb78
3532.0,6768.3,test_image,0,#1f77b4
3445.6,6769.8,test_image,2,#279e68
3494.4,6770.4,test_image,0,#1f77b4
3424.0,6770.9,test_image,2,#279e68
3380.0,6771.1,test_image,2,#279e68
3454.5,6771.4,test_image,1,#ff7f0e
3545.1,6771.3,test_image,0,#1f77b4
3389.8,6771.8,test_image,5,#8c564b
3369.7,6773.0,test_image,5,#8c564b
3411.2,6773.1,test_image,6,#e377c2
3397.3,6773.9,test_image,5,#8c564b
3586.4,6773.5,test_image,0,#1f77b4
3553.7,6775.3,test_image,11,#98df8a
3578.3,6777.5,test_image,3,#d62728
3527.6,6778.5,test_image,0,#1f77b4
3471.4,6780.1,test_image,0,#1f77b4
3487.1,6781.3,test_image,0,#1f77b4
3595.2,6782.3,test_image,0,#1f77b4
3539.2,6782.6,test_image,0,#1f77b4
3351.4,6784.9,test_image,0,#1f77b4
3548.2,6784.3,test_image,0,#1f77b4
3573.8,6785.1,test_image,0,#1f77b4
3369.1,6784.5,test_image,2,#279e68
3399.4,6784.5,test_image,5,#8c564b
3506.9,6788.4,test_image,0,#1f77b4
3396.8,6790.9,test_image,5,#8c564b
3404.9,6791.2,test_image,6,#e377c2
3372.7,6790.7,test_image,2,#279e68
3530.7,6794.9,test_image,0,#1f77b4
3396.5,6794.9,test_image,5,#8c564b
3420.3,6795.1,test_image,1,#ff7f0e
3491.0,6797.2,test_image,0,#1f77b4
3575.7,6797.0,test_image,0,#1f77b4
3567.6,6798.7,test_image,0,#1f77b4
3367.9,6799.4,test_image,1,#ff7f0e
3554.6,6800.6,test_image,0,#1f77b4
3352.5,6803.9,test_image,11,#98df8a
3547.8,6804.9,test_image,0,#1f77b4
3468.6,6804.9,test_image,0,#1f77b4
3440.7,6806.1,test_image,0,#1f77b4
3434.3,6807.0,test_image,3,#d62728
3418.7,6806.8,test_image,2,#279e68
3478.1,6809.0,test_image,0,#1f77b4
3565.4,6810.0,test_image,10,#ffbb78
3406.4,6811.0,test_image,6,#e377c2
3542.2,6811.5,test_image,0,#1f77b4
3574.0,6813.0,test_image,7,#b5bd61
3465.1,6813.3,test_image,0,#1f77b4
3421.1,6814.4,test_image,2,#279e68
3521.7,6817.0,test_image,0,#1f77b4
3504.2,6817.2,test_image,0,#1f77b4
3589.7,6816.9,test_image,8,#17becf
3354.4,6818.0,test_image,5,#8c564b
3446.7,6819.0,test_image,0,#1f77b4
3458.8,6821.9,test_image,0,#1f77b4
3436.9,6821.6,test_image,3,#d62728
3584.8,6823.0,test_image,11,#98df8a
3365.5,6823.0,test_image,8,#17becf
3555.9,6823.7,test_image,0,#1f77b4
3592.6,6825.0,test_image,11,#98df8a
3410.6,6825.2,test_image,8,#17becf
3376.9,6826.2,test_image,2,#279e68
3471.0,6826.7,test_image,0,#1f77b4
3536.0,6829.3,test_image,0,#1f77b4
3443.5,6830.2,test_image,0,#1f77b4
3414.3,6830.4,test_image,8,#17becf
3361.7,6830.9,test_image,11,#98df8a
3485.4,6832.1,test_image,0,#1f77b4
3366.7,6835.1,test_image,11,#98df8a
3520.0,6834.2,test_image,0,#1f77b4
3460.6,6834.8,test_image,11,#98df8a
3375.7,6835.9,test_image,2,#279e68
3439.9,6836.9,test_image,0,#1f77b4
3385.1,6836.3,test_image,7,#b5bd61
3570.2,6836.7,test_image,0,#1f77b4
3353.2,6837.6,test_image,1,#ff7f0e
3512.7,6838.1,test_image,0,#1f77b4
3529.9,6838.2,test_image,0,#1f77b4
3539.0,6841.3,test_image,0,#1f77b4
3454.2,6841.8,test_image,0,#1f77b4
3496.3,6843.2,test_image,0,#1f77b4
3367.9,6844.0,test_image,2,#279e68
3468.5,6846.2,test_image,0,#1f77b4
3481.6,6846.2,test_image,0,#1f77b4
3594.1,6847.9,test_image,0,#1f77b4
3575.2,6848.0,test_image,0,#1f77b4
3428.3,6848.1,test_image,2,#279e68
3417.1,6850.8,test_image,7,#b5bd61
3540.2,6851.4,test_image,0,#1f77b4
3447.7,6853.0,test_image,11,#98df8a
3500.3,6856.1,test_image,0,#1f77b4
3460.4,6855.7,test_image,0,#1f77b4
3389.4,6856.6,test_image,5,#8c564b
3472.7,6857.6,test_image,11,#98df8a
3404.5,6857.2,test_image,7,#b5bd61
3482.8,6859.4,test_image,0,#1f77b4
3537.4,6860.7,test_image,0,#1f77b4
3458.8,6861.9,test_image,0,#1f77b4
3442.0,6863.7,test_image,8,#17becf
3434.0,6864.1,test_image,0,#1f77b4
3517.5,6864.3,test_image,0,#1f77b4
3491.6,6867.5,test_image,0,#1f77b4
3505.7,6867.7,test_image,0,#1f77b4
3468.7,6869.1,test_image,11,#98df8a
3402.7,6869.0,test_image,5,#8c564b
3393.2,6869.6,test_image,5,#8c564b
3584.3,6871.9,test_image,0,#1f77b4
3512.8,6872.6,test_image,0,#1f77b4
3477.7,6875.3,test_image,11,#98df8a
3420.4,6875.5,test_image,0,#1f77b4
3571.1,6875.4,test_image,0,#1f77b4
3391.7,6878.1,test_image,11,#98df8a
3551.5,6878.1,test_image,0,#1f77b4
3431.2,6878.9,test_image,0,#1f77b4
3545.0,6878.5,test_image,0,#1f77b4
3452.9,6880.1,test_image,3,#d62728
3365.8,6880.6,test_image,5,#8c564b
3533.8,6880.4,test_image,0,#1f77b4
3506.4,6880.6,test_image,0,#1f77b4
3556.9,6883.0,test_image,0,#1f77b4
3468.9,6883.9,test_image,0,#1f77b4
3582.1,6883.9,test_image,0,#1f77b4
3592.8,6884.5,test_image,0,#1f77b4
3350.1,6884.9,test_image,2,#279e68
3357.5,6885.7,test_image,1,#ff7f0e
3577.0,6887.0,test_image,0,#1f77b4
3567.5,6887.9,test_image,0,#1f77b4
3510.3,6887.9,test_image,8,#17becf
3461.8,6888.6,test_image,0,#1f77b4
3441.2,6888.4,test_image,0,#1f77b4
3495.6,6888.4,test_image,0,#1f77b4
3540.9,6890.4,test_image,0,#1f77b4
3418.2,6890.4,test_image,0,#1f77b4
3506.7,6894.4,test_image,0,#1f77b4
3449.0,6894.2,test_image,11,#98df8a
3558.0,6896.1,test_image,0,#1f77b4
3521.4,6895.2,test_image,3,#d62728
3371.8,6896.5,test_image,5,#8c564b
3547.2,6899.4,test_image,0,#1f77b4
3487.7,6898.8,test_image,0,#1f77b4
3461.3,6899.4,test_image,3,#d62728
3572.0,6902.5,test_image,0,#1f77b4
3590.5,6902.7,test_image,0,#1f77b4
3445.4,6903.7,test_image,8,#17becf
3355.6,6904.5,test_image,2,#279e68
3530.3,6905.4,test_image,0,#1f77b4
3428.3,6904.7,test_image,0,#1f77b4
3381.2,6905.4,test_image,5,#8c564b
3475.9,6905.4,test_image,0,#1f77b4
3453.7,6905.4,test_image,8,#17becf
3506.9,6909.5,test_image,0,#1f77b4
3465.4,6910.1,test_image,8,#17becf
3490.6,6910.2,test_image,0,#1f77b4
3407.4,6912.3,test_image,8,#17becf
3418.9,6912.5,test_image,10,#ffbb78
3428.4,6914.0,test_image,11,#98df8a
3542.6,6914.4,test_image,11,#98df8a
3360.4,6913.6,test_image,2,#279e68
3522.4,6915.4,test_image,0,#1f77b4
3445.1,6915.4,test_image,0,#1f77b4
3582.1,6916.5,test_image,0,#1f77b4
3454.0,6917.5,test_image,0,#1f77b4
3363.8,6919.8,test_image,2,#279e68
3370.0,6919.9,test_image,6,#e377c2
3484.2,6920.3,test_image,8,#17becf
3439.4,6920.9,test_image,0,#1f77b4
3393.0,6921.1,test_image,7,#b5bd61
3567.3,6922.4,test_image,0,#1f77b4
3553.0,6923.2,test_image,8,#17becf
3467.9,6923.1,test_image,0,#1f77b4
3579.6,6923.4,test_image,8,#17becf
3479.9,6925.6,test_image,0,#1f77b4
3537.1,6926.8,test_image,8,#17becf
3515.7,6926.6,test_image,8,#17becf
3546.8,6927.2,test_image,8,#17becf
3424.3,6928.1,test_image,0,#1f77b4
3579.0,6928.9,test_image,11,#98df8a
3386.8,6929.7,test_image,5,#8c564b
3437.9,6929.7,test_image,0,#1f77b4
3365.5,6930.3,test_image,4,#aa40fc
3453.9,6933.9,test_image,1,#ff7f0e
3415.8,6933.8,test_image,0,#1f77b4
3355.0,6934.3,test_image,1,#ff7f0e
3477.9,6934.4,test_image,0,#1f77b4
3397.6,6937.4,test_image,10,#ffbb78
3444.7,6938.8,test_image,0,#1f77b4
3573.8,6938.7,test_image,0,#1f77b4
3539.4,6938.3,test_image,0,#1f77b4
3433.7,6940.2,test_image,0,#1f77b4
3488.7,6940.7,test_image,11,#98df8a
3526.6,6943.4,test_image,0,#1f77b4
3477.0,6944.6,test_image,0,#1f77b4
3563.3,6943.6,test_image,0,#1f77b4
3556.3,6944.7,test_image,0,#1f77b4
3404.0,6945.1,test_image,0,#1f77b4
3354.9,6945.4,test_image,5,#8c564b
3548.4,6945.9,test_image,8,#17becf
3589.1,6945.8,test_image,0,#1f77b4
3418.1,6946.7,test_image,0,#1f77b4
3376.9,6949.0,test_image,5,#8c564b
3461.1,6950.0,test_image,0,#1f77b4
3431.2,6951.4,test_image,0,#1f77b4
3567.2,6952.4,test_image,0,#1f77b4
3401.1,6954.3,test_image,11,#98df8a
3527.6,6955.5,test_image,0,#1f77b4
3545.8,6955.3,test_image,0,#1f77b4
3577.7,6957.4,test_image,0,#1f77b4
3472.2,6957.9,test_image,3,#d62728
3418.1,6957.0,test_image,0,#1f77b4
3499.3,6957.7,test_image,8,#17becf
3383.5,6958.2,test_image,5,#8c564b
3440.3,6959.1,test_image,3,#d62728
3591.8,6962.8,test_image,0,#1f77b4
3484.9,6962.5,test_image,1,#ff7f0e
3395.1,6964.1,test_image,11,#98df8a
3432.1,6962.4,test_image,0,#1f77b4
3407.0,6963.6,test_image,0,#1f77b4
3452.9,6964.2,test_image,3,#d62728
3420.4,6966.5,test_image,0,#1f77b4
3558.4,6966.5,test_image,0,#1f77b4
3519.8,6965.1,test_image,0,#1f77b4
3413.3,6969.0,test_image,0,#1f77b4
3436.6,6970.3,test_image,0,#1f77b4
3489.1,6970.1,test_image,8,#17becf
3513.5,6973.4,test_image,0,#1f77b4
3428.5,6972.8,test_image,11,#98df8a
3568.9,6973.4,test_image,0,#1f77b4
3503.9,6974.5,test_image,0,#1f77b4
3359.5,6976.2,test_image,6,#e377c2
3463.4,6976.2,test_image,0,#1f77b4
3529.7,6976.7,test_image,0,#1f77b4
3550.9,6978.3,test_image,0,#1f77b4
3412.2,6979.8,test_image,0,#1f77b4
3487.1,6982.0,test_image,0,#1f77b4
3388.3,6981.9,test_image,3,#d62728
3582.0,6983.7,test_image,0,#1f77b4
3436.3,6983.6,test_image,0,#1f77b4
3405.1,6984.5,test_image,0,#1f77b4
3518.8,6985.2,test_image,0,#1f77b4
3377.6,6986.0,test_image,0,#1f77b4
3426.2,6987.0,test_image,3,#d62728
3498.7,6986.8,test_image,0,#1f77b4
3399.8,6991.2,test_image,3,#d62728
3370.3,6991.5,test_image,3,#d62728
3456.0,6991.8,test_image,0,#1f77b4
3350.0,6992.6,test_image,3,#d62728
3557.0,6993.8,test_image,0,#1f77b4
3509.7,6996.2,test_image,0,#1f77b4
3531.9,6996.6,test_image,3,#d62728
3590.0,6996.0,test_image,0,#1f77b4
3494.1,6996.9,test_image,0,#1f77b4
3435.8,6997.5,test_image,0,#1f77b4
3394.2,6999.2,test_image,3,#d62728
3478.9,6999.0,test_image,0,#1f77b4
3548.3,7001.2,test_image,0,#1f77b4
3516.4,7003.7,test_image,0,#1f77b4
3352.2,7004.7,test_image,3,#d62728
3407.2,7005.9,test_image,0,#1f77b4
3420.9,7006.3,test_image,0,#1f77b4
3365.3,7005.9,test_image,3,#d62728
3396.9,7007.2,test_image,0,#1f77b4
3481.4,7008.1,test_image,0,#1f77b4
3428.6,7007.6,test_image,0,#1f77b4
3456.2,7008.5,test_image,0,#1f77b4
3383.3,7009.9,test_image,3,#d62728
3592.8,7010.0,test_image,0,#1f77b4
3501.6,7010.5,test_image,0,#1f77b4
3467.2,7009.9,test_image,0,#1f77b4
3436.2,7010.8,test_image,0,#1f77b4
3565.2,7010.8,test_image,0,#1f77b4
3532.6,7013.6,test_image,0,#1f77b4
3576.7,7016.0,test_image,11,#98df8a
3357.7,7018.7,test_image,3,#d62728
3465.2,7019.7,test_image,0,#1f77b4
3557.3,7019.7,test_image,0,#1f77b4
3423.0,7018.9,test_image,0,#1f77b4
3452.5,7021.4,test_image,0,#1f77b4
3480.8,7022.6,test_image,0,#1f77b4
3520.3,7023.1,test_image,3,#d62728
3392.7,7023.9,test_image,3,#d62728
3413.5,7024.4,test_image,0,#1f77b4
3583.6,7026.8,test_image,8,#17becf
3368.0,7027.6,test_image,3,#d62728
3404.6,7027.4,test_image,0,#1f77b4
3429.7,7027.9,test_image,0,#1f77b4
3504.6,7028.1,test_image,0,#1f77b4
3462.7,7030.0,test_image,0,#1f77b4
3559.3,7029.8,test_image,8,#17becf
3536.7,7031.0,test_image,0,#1f77b4
3396.8,7031.1,test_image,0,#1f77b4
3357.2,7031.4,test_image,3,#d62728
3567.0,7033.2,test_image,8,#17becf
3515.0,7035.6,test_image,0,#1f77b4
3400.3,7036.9,test_image,10,#ffbb78
3435.0,7038.2,test_image,11,#98df8a
3549.4,7038.8,test_image,0,#1f77b4
3363.0,7040.7,test_image,3,#d62728
3454.6,7041.0,test_image,0,#1f77b4
3321.8,6574.6,test_image,6,#e377c2
3302.0,6577.0,test_image,9,#aec7e8
3326.0,6580.4,test_image,4,#aa40fc
3309.3,6581.4,test_image,9,#aec7e8
3278.1,6581.7,test_image,11,#98df8a
3271.1,6583.0,test_image,4,#aa40fc
3335.9,6582.6,test_image,7,#b5bd61
3256.7,6584.3,test_image,6,#e377c2
3287.8,6584.4,test_image,6,#e377c2
3236.1,6588.1,test_image,2,#279e68
3334.9,6589.9,test_image,7,#b5bd61
3210.3,6590.5,test_image,2,#279e68
3260.8,6591.1,test_image,9,#aec7e8
3292.6,6591.5,test_image,5,#8c564b
3321.0,6594.4,test_image,5,#8c564b
3340.6,6595.6,test_image,2,#279e68
3250.7,6597.6,test_image,4,#aa40fc
3302.8,6597.6,test_image,4,#aa40fc
3277.8,6598.3,test_image,4,#aa40fc
3232.2,6599.0,test_image,9,#aec7e8
3186.7,6600.7,test_image,2,#279e68
3219.1,6600.9,test_image,2,#279e68
3320.8,6604.1,test_image,5,#8c564b
3330.2,6604.5,test_image,7,#b5bd61
3191.9,6605.3,test_image,9,#aec7e8
3311.4,6604.9,test_image,4,#aa40fc
3208.6,6605.1,test_image,9,#aec7e8
3278.6,6605.4,test_image,2,#279e68
3199.2,6605.4,test_image,9,#aec7e8
3286.1,6606.1,test_image,2,#279e68
3239.9,6606.9,test_image,9,#aec7e8
3270.5,6608.3,test_image,5,#8c564b
3154.8,6611.1,test_image,1,#ff7f0e
3166.9,6613.5,test_image,12,#ff9896
3219.4,6613.4,test_image,3,#d62728
3308.1,6615.7,test_image,9,#aec7e8
3278.5,6618.3,test_image,4,#aa40fc
3343.1,6620.2,test_image,1,#ff7f0e
3214.2,6621.2,test_image,3,#d62728
3263.1,6620.4,test_image,4,#aa40fc
3269.5,6621.7,test_image,4,#aa40fc
3207.2,6621.9,test_image,9,#aec7e8
3327.1,6622.1,test_image,2,#279e68
3194.8,6623.8,test_image,8,#17becf
3224.7,6624.3,test_image,3,#d62728
3182.8,6624.3,test_image,3,#d62728
3264.7,6627.8,test_image,3,#d62728
3299.7,6626.5,test_image,2,#279e68
3319.4,6627.2,test_image,2,#279e68
3346.6,6628.0,test_image,5,#8c564b
3254.4,6629.6,test_image,3,#d62728
3291.3,6630.5,test_image,1,#ff7f0e
3154.4,6631.2,test_image,4,#aa40fc
3327.7,6632.0,test_image,2,#279e68
3211.1,6632.9,test_image,3,#d62728
3235.8,6633.6,test_image,8,#17becf
3277.2,6635.0,test_image,11,#98df8a
3269.6,6635.3,test_image,11,#98df8a
3193.6,6635.9,test_image,3,#d62728
3182.0,6639.2,test_image,3,#d62728
3207.4,6640.1,test_image,4,#aa40fc
3290.3,6639.7,test_image,3,#d62728
3336.4,6640.0,test_image,5,#8c564b
3325.2,6641.2,test_image,2,#279e68
3216.5,6641.0,test_image,3,#d62728
3250.7,6641.4,test_image,3,#d62728
3229.9,6643.1,test_image,8,#17becf
3330.9,6643.1,test_image,5,#8c564b
3262.1,6642.9,test_image,3,#d62728
3346.5,6643.5,test_image,5,#8c564b
3157.3,6644.6,test_image,9,#aec7e8
3280.0,6646.6,test_image,4,#aa40fc
3208.5,6647.6,test_image,10,#ffbb78
3175.8,6648.4,test_image,3,#d62728
3291.9,6648.3,test_image,3,#d62728
3312.5,6648.6,test_image,5,#8c564b
3218.1,6650.2,test_image,8,#17becf
3266.7,6651.4,test_image,3,#d62728
3337.8,6652.6,test_image,5,#8c564b
3301.8,6653.3,test_image,3,#d62728
3247.4,6653.7,test_image,10,#ffbb78
3235.2,6654.7,test_image,3,#d62728
3348.6,6655.5,test_image,1,#ff7f0e
3206.5,6657.4,test_image,11,#98df8a
3293.0,6658.4,test_image,3,#d62728
3140.7,6658.2,test_image,3,#d62728
3168.8,6659.1,test_image,1,#ff7f0e
3312.7,6658.9,test_image,3,#d62728
3226.1,6659.8,test_image,3,#d62728
3157.2,6659.8,test_image,0,#1f77b4
3270.1,6661.1,test_image,3,#d62728
3277.3,6661.3,test_image,3,#d62728
3286.9,6663.7,test_image,3,#d62728
3213.3,6664.0,test_image,0,#1f77b4
3262.4,6664.3,test_image,3,#d62728
3147.5,6665.6,test_image,11,#98df8a
3251.6,6666.4,test_image,3,#d62728
3242.9,6666.1,test_image,3,#d62728
3296.3,6669.2,test_image,3,#d62728
3317.1,6669.2,test_image,11,#98df8a
3348.5,6670.2,test_image,7,#b5bd61
3208.6,6670.7,test_image,9,#aec7e8
3334.9,6673.1,test_image,11,#98df8a
3217.7,6675.7,test_image,9,#aec7e8
3235.6,6676.7,test_image,3,#d62728
3325.7,6677.0,test_image,3,#d62728
3149.4,6679.2,test_image,3,#d62728
3314.7,6679.1,test_image,3,#d62728
3163.8,6679.4,test_image,3,#d62728
3189.1,6680.4,test_image,3,#d62728
3303.5,6680.3,test_image,3,#d62728
3177.5,6682.1,test_image,3,#d62728
3260.7,6683.1,test_image,3,#d62728
3287.9,6683.0,test_image,3,#d62728
3333.4,6684.0,test_image,3,#d62728
3250.3,6683.9,test_image,3,#d62728
3157.5,6685.1,test_image,3,#d62728
3343.7,6684.3,test_image,3,#d62728
3239.3,6685.9,test_image,3,#d62728
3268.5,6687.7,test_image,11,#98df8a
3322.1,6688.5,test_image,3,#d62728
3277.7,6687.6,test_image,3,#d62728
3215.1,6688.9,test_image,3,#d62728
3257.8,6691.1,test_image,0,#1f77b4
3298.8,6691.9,test_image,3,#d62728
3190.1,6691.0,test_image,3,#d62728
